"ensembl"	"hgnc_symbol"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"ENSG00000188994"	"ENSG00000188994"	"ZNF292"	864,375350468306	0,755699500502434	0,114487903380919	3,80563786772124	0,000141439201072028	0,00300985247234856
"ENSG00000122482"	"ENSG00000122482"	"ZNF644"	1845,9214847809	0,64634832190792	0,0857776446297978	3,80458478798743	0,000142042252614835	0,00301801367340979
"ENSG00000161618"	"ENSG00000161618"	"ALDH16A1"	226,381122040482	-1,10996989347549	0,20781455805054	-3,80132123988817	0,000143926557638362	0,00305333084545457
"ENSG00000120549"	"ENSG00000120549"	"KIAA1217"	1318,28895910535	0,669556862383623	0,0919663138707959	3,80092283436213	0,000144158194302433	0,00305353266113336
"ENSG00000069956"	"ENSG00000069956"	"MAPK6"	5371,56299821879	0,585228165460733	0,0698188127024624	3,79880658513946	0,000145394497723312	0,00307498178492672
"ENSG00000038219"	"ENSG00000038219"	"BOD1L1"	3915,45382072757	0,629652195067626	0,0816063892008825	3,79446018994156	0,000147965019121324	0,00312453935155275
"ENSG00000133216"	"ENSG00000133216"	"EPHB2"	942,857692207241	0,738957076347354	0,110650673407483	3,78630390078601	0,000152904658152366	0,00321895916634086
"ENSG00000105220"	"ENSG00000105220"	"GPI"	2631,5634381175	-0,61076131229188	0,0769101065424364	-3,78053451442624	0,000156492022136021	0,00328944316254416
"ENSG00000196338"	"ENSG00000196338"	"NLGN3"	243,895731275679	1,03519039195175	0,189584762948499	3,77240438961873	0,000161681930102863	0,00338817300781106
"ENSG00000174915"	"ENSG00000174915"	"PTDSS2"	260,103275118242	-1,02194507546678	0,186299067301781	-3,7678399877854	0,00016466619129752	0,00344545834363319
"ENSG00000197858"	"ENSG00000197858"	"GPAA1"	1028,71060623568	-0,723634846905385	0,107236964081617	-3,76395257327672	0,000167248616903533	0,00349417437169129
"ENSG00000165626"	"ENSG00000165626"	"BEND7"	718,805822263818	0,76100906352153	0,117324611572887	3,75887938267374	0,000170676088606418	0,00356037054639216
"ENSG00000056586"	"ENSG00000056586"	"RC3H2"	3189,36850729497	0,599406898660193	0,0744357596852392	3,75366490302107	0,000174267796686636	0,00362978697128967
"ENSG00000091879"	"ENSG00000091879"	"ANGPT2"	25,4986650190463	-2,62106973430955	0,614614209305074	-3,7439253754177	0,000181167480844828	0,00376779025593622
"ENSG00000165895"	"ENSG00000165895"	"ARHGAP42"	625,106324088106	0,766790870382937	0,119391997382743	3,74221790553205	0,000182403240059292	0,0037877603339805
"ENSG00000185015"	"ENSG00000185015"	"CA13"	99,1846907039806	1,46911607977915	0,307540033133998	3,73647641274223	0,00018661694550754	0,00386941651567443
"ENSG00000196182"	"ENSG00000196182"	"STK40"	1157,85166102943	0,709552367952434	0,104320664481809	3,73418219570833	0,000188326129202358	0,00389897484660363
"ENSG00000196937"	"ENSG00000196937"	"FAM3C"	1106,41790950908	0,692712126011847	0,0998751542047322	3,73178023082529	0,000190131344332259	0,00393042945945198
"ENSG00000101265"	"ENSG00000101265"	"RASSF2"	242,273941344016	-1,06565366146717	0,199975804166221	-3,72871940471045	0,000192455302800365	0,00397249706846339
"ENSG00000092010"	"ENSG00000092010"	"PSME1"	262,07139781204	-1,01428094819207	0,186414070611129	-3,72440205782737	0,00019577870015522	0,00403503716796673
"ENSG00000135749"	"ENSG00000135749"	"PCNX2"	1678,73485438881	0,660539068137513	0,0916596399705809	3,71525644489563	0,000202997712419115	0,00417755921051733
"ENSG00000196639"	"ENSG00000196639"	"HRH1"	1170,84709669251	0,823314109487181	0,135549031469034	3,71315164728538	0,000204694148717329	0,00420617408433053
"ENSG00000130511"	"ENSG00000130511"	"SSBP4"	83,5844617804615	-1,42710417887122	0,298455206014231	-3,70944837470328	0,000207711303463135	0,0042578411320846
"ENSG00000154920"	"ENSG00000154920"	"EME1"	19,127349317683	-2,87291399923769	0,68824569433614	-3,70930616819936	0,000207827991534791	0,0042578411320846
"ENSG00000039068"	"ENSG00000039068"	"CDH1"	73,9446124374798	-1,70489882717249	0,373476335996495	-3,70813005722936	0,000208795416752836	0,00426494887682204
"ENSG00000103266"	"ENSG00000103266"	"STUB1"	330,733178633694	-0,923101504433842	0,162635816452994	-3,70829450478489	0,000208659894414108	0,00426494887682204
"ENSG00000073712"	"ENSG00000073712"	"FERMT2"	3127,15069856507	0,639326944520675	0,086156904450507	3,70634189514217	0,000210274399706443	0,00428878660647548
"ENSG00000171552"	"ENSG00000171552"	"BCL2L1"	4496,97436348016	-0,599642254851336	0,0754933216007626	-3,7041985823619	0,000212060090343498	0,00431880009178084
"ENSG00000149636"	"ENSG00000149636"	"DSN1"	70,0014713065	-1,56096993477832	0,335056957568653	-3,70375814244671	0,000212428800263144	0,00431990934499621
"ENSG00000163565"	"ENSG00000163565"	"IFI16"	323,474018582656	0,912730723785372	0,160062473317571	3,70312110952684	0,000212963151272256	0,00432437878957119
"ENSG00000130340"	"ENSG00000130340"	"SNX9"	2290,39727593309	0,625538293279445	0,0825513086351094	3,70119260773897	0,000214588506864885	0,00435095605290792
"ENSG00000136997"	"ENSG00000136997"	"MYC"	7395,19818734956	0,65357860079649	0,0901386226558746	3,70072884372779	0,000214981104288587	0,0043524966725408
"ENSG00000144655"	"ENSG00000144655"	"CSRNP1"	8115,91754069364	0,661751532364793	0,0924404033861232	3,69699308793903	0,000218168280196921	0,00441052845274569
"ENSG00000172059"	"ENSG00000172059"	"KLF11"	483,565946853535	0,825951133951412	0,136903695986346	3,69567183928965	0,000219306090060843	0,00442702029378328
"ENSG00000104760"	"ENSG00000104760"	"FGL1"	27,3940163781079	-2,4791858418699	0,584539922361302	-3,69382100224681	0,000220909332603331	0,00445284544765101
"ENSG00000116729"	"ENSG00000116729"	"WLS"	270,592407833985	1,00898501861626	0,186714929736565	3,69003710409418	0,000224221345498715	0,0045129880476879
"ENSG00000121749"	"ENSG00000121749"	"TBC1D15"	1219,929547428	0,660364183663428	0,0922702908353124	3,68877328316785	0,000225337901599177	0,00452883060421622
"ENSG00000168918"	"ENSG00000168918"	"INPP5D"	201,775016841988	-1,19375076441276	0,236942612090262	-3,68760501416227	0,000226374680001969	0,00454302587735339
"ENSG00000110768"	"ENSG00000110768"	"GTF2H1"	1277,4306630273	0,658862915038388	0,0921043605281357	3,67911913285445	0,000234040927949966	0,00469003008240259
"ENSG00000104783"	"ENSG00000104783"	"KCNN4"	402,435969408663	-0,864912777718222	0,148284658135872	-3,67477515589591	0,00023805896664727	0,00475668112572677
"ENSG00000115657"	"ENSG00000115657"	"ABCB6"	177,583382989244	-1,14039249409998	0,223239708216329	-3,67493982434784	0,00023790548066774	0,00475668112572677
"ENSG00000175984"	"ENSG00000175984"	"DENND2C"	58,6702426601444	1,69403462725931	0,374198804873327	3,67193750852424	0,000240718551565818	0,00480284169575516
"ENSG00000159140"	"ENSG00000159140"	"SON"	12875,9911445908	0,564947420877648	0,066729248241438	3,67076547890044	0,000241825149862779	0,00481792802197627
"ENSG00000121152"	"ENSG00000121152"	"NCAPH"	89,0883458197684	-1,42179454704856	0,300436869501268	-3,66730804004701	0,00024511743818382	0,00487645357845583
"ENSG00000148824"	"ENSG00000148824"	"MTG1"	311,525686242195	-0,908725258643191	0,160591419732367	-3,66598202833209	0,000246391229397459	0,00489471131579028
"ENSG00000122861"	"ENSG00000122861"	"PLAU"	2763,47585418401	-0,613367130677618	0,0800699600304392	-3,66388506458717	0,000248418291930083	0,00492075829850555
"ENSG00000130176"	"ENSG00000130176"	"CNN1"	18,1070217398848	-2,95349748178329	0,718706946544489	-3,66421598461658	0,00024809736688135	0,00492075829850555
"ENSG00000117597"	"ENSG00000117597"	"UTP25"	2079,50633849846	0,625037155912241	0,0833396208322908	3,66016971118797	0,000252048255348984	0,00498547822486688
"ENSG00000169246"	"ENSG00000169246"	"NPIPB3"	397,5233145771	0,882783769527653	0,153809052921613	3,65897688619451	0,000253224175248648	0,0050015412889988
"ENSG00000100592"	"ENSG00000100592"	"DAAM1"	1323,41983484776	0,666671545795782	0,0948034589717606	3,65673942233528	0,000255443818286255	0,00503814371589835
"ENSG00000187840"	"ENSG00000187840"	"EIF4EBP1"	399,474456106069	-0,884649029786991	0,154477271787837	-3,6552239902482	0,000256957529806744	0,00506073805480416
"ENSG00000137812"	"ENSG00000137812"	"KNL1"	174,603392154719	-1,10631370316702	0,215373010231148	-3,6509389097692	0,000261283388508608	0,00513857330733596
"ENSG00000011405"	"ENSG00000011405"	"PIK3C2A"	2105,16500457175	0,688926635530468	0,101105747621706	3,64891852549106	0,000263346600381586	0,00517175102206524
"ENSG00000111602"	"ENSG00000111602"	"TIMELESS"	92,8601658213833	-1,41829320413652	0,301139525716841	-3,64712404166177	0,000265191921583175	0,00520056112126092
"ENSG00000139372"	"ENSG00000139372"	"TDG"	2016,41390288346	0,614520066599835	0,0808898115803078	3,64100324683578	0,000271577711102695	0,00531506622825172
"ENSG00000196230"	"ENSG00000196230"	"TUBB"	2047,745426904	-0,658008437653511	0,092839344936741	-3,64078869668699	0,000271804143337525	0,00531506622825172
"ENSG00000133816"	"ENSG00000133816"	"MICAL2"	2771,87633914699	0,609462165541552	0,0795249375423414	3,63989176838315	0,000272752662282472	0,00532603813692777
"ENSG00000151689"	"ENSG00000151689"	"INPP1"	1322,32027589678	0,725918273264169	0,111561626116821	3,63851162261758	0,000274218254681443	0,00533948774377591
"ENSG00000206530"	"ENSG00000206530"	"CFAP44"	41,0739664594387	-2,05628385929416	0,477476579996691	-3,6363749177105	0,000276501811785391	0,00537633720878893
"ENSG00000107738"	"ENSG00000107738"	"VSIR"	743,02067706443	-0,735122221572649	0,114314072929968	-3,631418345377	0,000281867842606849	0,00547293394394965
"ENSG00000067955"	"ENSG00000067955"	"CBFB"	928,835711648509	0,693132358854813	0,10278895145027	3,63008235408779	0,000283330806345818	0,00549358052868259
"ENSG00000137776"	"ENSG00000137776"	"SLTM"	3489,84972391104	0,602548610837777	0,0779457906914297	3,62493738701459	0,00028903146872994	0,00559621915581758
"ENSG00000103024"	"ENSG00000103024"	"NME3"	100,958534345514	-1,35815941504176	0,286540268478792	-3,62308383583649	0,000291111416041132	0,0056285634828656
"ENSG00000132623"	"ENSG00000132623"	"ANKEF1"	632,256188365615	0,768156545326676	0,123722456225307	3,62227326388148	0,000292025392153827	0,00563830486789137
"ENSG00000131023"	"ENSG00000131023"	"LATS1"	1392,6541591717	0,684954811373964	0,100899405418703	3,6170164715987	0,000298018345787722	0,00573910166685113
"ENSG00000198780"	"ENSG00000198780"	"FAM169A"	759,003825606742	0,833080062011649	0,141853867509016	3,61696209642673	0,000298080933304118	0,00573910166685113
"ENSG00000115616"	"ENSG00000115616"	"SLC9A2"	72,6541270760181	1,50776943102029	0,328508099046153	3,61564732945416	0,000299598023796177	0,00576024340297348
"ENSG00000168077"	"ENSG00000168077"	"SCARA3"	113,041658344613	-1,37302720056114	0,29172141145896	-3,60970144527524	0,000306549630475596	0,00588566727674303
"ENSG00000198455"	"ENSG00000198455"	"ZXDB"	1629,0140730785	0,624789184948782	0,0844669391688562	3,6083843921405	0,000308109755821796	0,0059073707298218
"ENSG00000185728"	"ENSG00000185728"	"YTHDF3"	4159,89005622245	0,567012690498795	0,0684722368084255	3,60748680067072	0,000309177261140204	0,00591958190653813
"ENSG00000176170"	"ENSG00000176170"	"SPHK1"	1001,060966408	1,20206449556991	0,244588030979115	3,60632730898116	0,000310561370759076	0,00593781246707234
"ENSG00000141959"	"ENSG00000141959"	"PFKL"	379,77555648463	-0,897471299115051	0,160373444463449	-3,60079127219011	0,000317250196374673	0,00605727562439255
"ENSG00000275074"	"ENSG00000275074"	"NUDT18"	37,7344447760167	-1,94740300418226	0,452098159339887	-3,59966739647524	0,000318624465572555	0,00607507701556992
"ENSG00000197323"	"ENSG00000197323"	"TRIM33"	1068,08301603982	0,700851709785701	0,105850478578592	3,59801594569952	0,000320653964151931	0,00610530477174043
"ENSG00000163960"	"ENSG00000163960"	"UBXN7"	1381,13164040227	0,658010615389247	0,0939585955366884	3,59744218672641	0,000321361894898897	0,00611032084256589
"ENSG00000167600"	"ENSG00000167600"	"CYP2S1"	185,328112928083	-1,24361156665904	0,257205797824341	-3,59094380636716	0,000329482674982165	0,00625607504555224
"ENSG00000110395"	"ENSG00000110395"	"CBL"	1368,13271731335	0,701401477942897	0,106233010519151	3,59023505103566	0,000330379901474423	0,00626445862837089
"ENSG00000167632"	"ENSG00000167632"	"TRAPPC9"	297,310966016384	-0,946813962467305	0,174613695043299	-3,589718219478	0,000331035609070562	0,00626824589241463
"ENSG00000140538"	"ENSG00000140538"	"NTRK3"	138,443891851593	-1,22072517616853	0,25114327043809	-3,58649934994204	0,000335146899487926	0,00633736509939549
"ENSG00000186283"	"ENSG00000186283"	"TOR3A"	228,284315178106	-1,06074999680645	0,206626506292608	-3,58497082536669	0,000337115887992709	0,00636584081351068
"ENSG00000180902"	"ENSG00000180902"	"D2HGDH"	82,4067723912909	-1,46878528751865	0,320770583172545	-3,58132992170517	0,000341849644501839	0,00644637457197089
"ENSG00000213648"	"ENSG00000213648"	"SULT1A4"	50,7325030465113	-2,00970658182615	0,472225433013568	-3,57817784409253	0,000345997998718629	0,00651566368271916
"ENSG00000100650"	"ENSG00000100650"	"SRSF5"	2145,01112140927	-0,623709847976859	0,0848983431156881	-3,57733539702893	0,000347114665998214	0,00652775008683645
"ENSG00000184428"	"ENSG00000184428"	"TOP1MT"	179,555324913455	-1,11437580701058	0,222220559188589	-3,57471788348993	0,000350605738031169	0,00658439491900886
"ENSG00000145780"	"ENSG00000145780"	"FEM1C"	1313,37720252906	0,693784367002925	0,104689039731087	3,57042502217099	0,00035640246272913	0,00668412640537156
"ENSG00000076382"	"ENSG00000076382"	"SPAG5"	290,78640666237	-0,97250925573433	0,182883844606513	-3,5678889906227	0,000359868897702391	0,00673994242059232
"ENSG00000008083"	"ENSG00000008083"	"JARID2"	584,218318000035	0,778023151083914	0,128438637519284	3,5660854080233	0,000362353323821872	0,00677723964976773
"ENSG00000103202"	"ENSG00000103202"	"NME4"	419,637030809613	-0,837868672995457	0,14525198548171	-3,56531217991968	0,000363423345692752	0,00678345579232511
"ENSG00000173702"	"ENSG00000173702"	"MUC13"	381,340999254889	0,890552603715398	0,160036863231372	3,56513238384663	0,000363672577212745	0,00678345579232511
"ENSG00000102780"	"ENSG00000102780"	"DGKH"	462,186208435755	0,832763553504261	0,144041276767528	3,55983760357682	0,000371084199876808	0,00691232316491393
"ENSG00000174106"	"ENSG00000174106"	"LEMD3"	1345,33839977303	0,65325230324822	0,0937113525704867	3,55615722222724	0,00037631892369414	0,00700034674428057
"ENSG00000186204"	"ENSG00000186204"	"CYP4F12"	17,4299659315843	-3,06286687298726	0,774493651714227	-3,54149690822685	0,000397863521360849	0,00739112138938864
"ENSG00000203760"	"ENSG00000203760"	"CENPW"	128,014021238078	-1,25974306995869	0,265525653222256	-3,53917995701937	0,00040137213359431	0,00744623848923208
"ENSG00000164933"	"ENSG00000164933"	"SLC25A32"	1328,02639397346	0,695837622985643	0,106265345606317	3,53678446008179	0,000405030066928179	0,00750397349064917
"ENSG00000126070"	"ENSG00000126070"	"AGO3"	803,538631907228	0,728061275478415	0,115401177919314	3,53602348637829	0,000406198578988475	0,00750868714746351
"ENSG00000157450"	"ENSG00000157450"	"RNF111"	2683,70172110475	0,581356665319999	0,0739150168687375	3,53590753803291	0,00040637689952083	0,00750868714746351
"ENSG00000162591"	"ENSG00000162591"	"MEGF6"	61,0675151473704	-1,65668483144291	0,378282075894617	-3,53356639561026	0,000409993096314474	0,00756533569803366
"ENSG00000049246"	"ENSG00000049246"	"PER3"	425,473006860598	0,842290034035958	0,147866160976801	3,53218093027993	0,000412147260387644	0,00759489060127205
"ENSG00000137807"	"ENSG00000137807"	"KIF23"	576,21698127718	-0,783102071978448	0,131125732680751	-3,53174058600652	0,000412834132060361	0,00759736387340533
"ENSG00000095787"	"ENSG00000095787"	"WAC"	4811,22493105388	0,5522894378846	0,0657927019908452	3,53062620709699	0,000414577177171728	0,00760906869770327
"ENSG00000154310"	"ENSG00000154310"	"TNIK"	161,253548866397	1,14881001273766	0,234725720132925	3,53097228658328	0,00041403512578811	0,00760906869770327
"ENSG00000172731"	"ENSG00000172731"	"LRRC20"	75,1523397119144	-1,53322178958915	0,3436658276995	-3,53023690982156	0,000415187711035053	0,00761011395146517
"ENSG00000024526"	"ENSG00000024526"	"DEPDC1"	273,098528047053	-0,966984877990305	0,183340851601352	-3,52886371116613	0,00041734800635136	0,00763952469149421
"ENSG00000188910"	"ENSG00000188910"	"GJB3"	306,350269514577	0,959460213728028	0,181833275980302	3,51673922322831	0,000436882775844521	0,0079864727653386
"ENSG00000166225"	"ENSG00000166225"	"FRS2"	1131,6924267107	0,69908695830036	0,107987868166976	3,51045876481417	0,000447334182742524	0,00816667066422507
"ENSG00000198189"	"ENSG00000198189"	"HSD17B11"	305,041972094275	-0,883342717203843	0,160505066159881	-3,50981268493227	0,000448422470496337	0,00817568130227207
"ENSG00000160014"	"ENSG00000160014"	"CALM3"	1081,930129	-0,716986769830531	0,113179737100234	-3,50757812309594	0,00045220555515079	0,00823373479027538
"ENSG00000067182"	"ENSG00000067182"	"TNFRSF1A"	1188,99729685061	-0,692377067565133	0,106315243087078	-3,50257457681903	0,000460784770907415	0,00837884688579925
"ENSG00000197024"	"ENSG00000197024"	"ZNF398"	816,405766287992	0,696977606459677	0,107750220290582	3,49862492571283	0,000467663948986889	0,0084927031792903
"ENSG00000158106"	"ENSG00000158106"	"RHPN1"	37,5147379860268	-1,89591852713766	0,450583258726923	-3,49750794468098	0,000469626724709778	0,00851709575802813
"ENSG00000183763"	"ENSG00000183763"	"TRAIP"	27,973531907681	-2,23909353702845	0,550731999875553	-3,48462326042812	0,000492830410355582	0,00892613919783688
"ENSG00000047457"	"ENSG00000047457"	"CP"	91,2509698650664	-1,41821064730373	0,315204084604688	-3,48412568536681	0,000493747566495045	0,00893098394290446
"ENSG00000134569"	"ENSG00000134569"	"LRP4"	63,0740427726162	-1,69145345118952	0,393677335437117	-3,48369928298446	0,000494534799578792	0,00893346897478273
"ENSG00000178163"	"ENSG00000178163"	"ZNF518B"	676,96516704917	0,762488407821289	0,127048975649048	3,48281759503193	0,000496166303971674	0,00895117871482756
"ENSG00000123607"	"ENSG00000123607"	"TTC21B"	349,491290792411	0,86788420377799	0,157372754301227	3,48144255472128	0,000498720743715165	0,00896197916843448
"ENSG00000143486"	"ENSG00000143486"	"EIF2D"	295,722714607642	-0,91034841230727	0,169569875523423	-3,48144627980058	0,000498713807027	0,00896197916843448
"ENSG00000215301"	"ENSG00000215301"	"DDX3X"	11758,8784241822	0,53445312403672	0,0615891422438789	3,48199562818288	0,000497691817542226	0,00896197916843448
"ENSG00000100031"	"ENSG00000100031"	"GGT1"	694,220071170971	-0,718827127230836	0,114578446262896	-3,48082157019079	0,00049987837367716	0,00897105483412521
"ENSG00000167034"	"ENSG00000167034"	"NKX3-1"	448,529610885987	0,861992141554548	0,15574102600945	3,48008585433142	0,000501253126376552	0,0089727946198974
"ENSG00000179454"	"ENSG00000179454"	"KLHL28"	924,384144131932	0,71165942739669	0,112543513143017	3,48007109835803	0,000501280735293606	0,0089727946198974
"ENSG00000215154"	"ENSG00000215154"	""	361,602309122596	0,880114414799785	0,16105269578388	3,47783321523171	0,000505484340647921	0,0090362720817776
"ENSG00000254681"	"ENSG00000254681"	"PKD1P5"	165,731389687755	1,114452010998	0,22863886806521	3,47470234488483	0,000511420489882954	0,00913051620054671
"ENSG00000127124"	"ENSG00000127124"	"HIVEP3"	164,280326938837	1,18345326016719	0,248902152746941	3,46904697543964	0,000522308119718427	0,00931280119555022
"ENSG00000170962"	"ENSG00000170962"	"PDGFD"	117,433128020099	-1,25560855400213	0,269755462457677	-3,46835813991691	0,000523648914652344	0,00932461351000747
"ENSG00000110917"	"ENSG00000110917"	"MLEC"	2495,79023200479	-0,60099182711399	0,0810467933388061	-3,46703201370766	0,000526239210844241	0,00935861634084836
"ENSG00000174851"	"ENSG00000174851"	"YIF1A"	704,815616279089	-0,720173343669636	0,115511017999476	-3,46437379394796	0,000531467454993104	0,00943938385502609
"ENSG00000083799"	"ENSG00000083799"	"CYLD"	1857,50297602543	0,675337714148032	0,102605832925678	3,4631336641984	0,000533923090755586	0,00945855763997042
"ENSG00000160888"	"ENSG00000160888"	"IER2"	5586,588463367	0,586282576567564	0,0768839517512456	3,46343509278906	0,000533325248001712	0,00945855763997042
"ENSG00000088808"	"ENSG00000088808"	"PPP1R13B"	362,040526867361	0,848891593462024	0,152985587416944	3,45713346199465	0,000545954388720806	0,00965924708075279
"ENSG00000149527"	"ENSG00000149527"	"PLCH2"	80,7172150766407	1,54603018234532	0,355030066116124	3,45331367497282	0,000553744695886933	0,00977192340739109
"ENSG00000198887"	"ENSG00000198887"	"SMC5"	1281,38790689871	0,697688447570385	0,109360458207005	3,45361069039661	0,000553135251615006	0,00977192340739109
"ENSG00000168079"	"ENSG00000168079"	"SCARA5"	38,5737068420136	-2,02028362769712	0,492525109658361	-3,45217653750996	0,000556083767812049	0,00980061994373364
"ENSG00000101447"	"ENSG00000101447"	"FAM83D"	234,425255882417	-1,0166953576927	0,202028432325403	-3,44850152858954	0,000563706279257215	0,00992224099993462
"ENSG00000167513"	"ENSG00000167513"	"CDT1"	38,0183949819442	-1,89196965270068	0,456168247317715	-3,44603041080549	0,000568886335713017	0,0100006143952006
"ENSG00000111331"	"ENSG00000111331"	"OAS3"	93,24657767721	-1,42044784210614	0,319760288972899	-3,44147750691897	0,000578546569865189	0,0101574453332526
"ENSG00000100075"	"ENSG00000100075"	"SLC25A1"	104,935237473367	-1,25977718494377	0,273550912748589	-3,43547449906515	0,000591517130439301	0,0103719209083534
"ENSG00000105755"	"ENSG00000105755"	"ETHE1"	206,050556037976	-0,985700125336549	0,193884795899309	-3,4334828692925	0,00059587985638687	0,0104351087716564
"ENSG00000134697"	"ENSG00000134697"	"GNL2"	1744,1534981861	0,660660449280231	0,099311339865275	3,43022709936618	0,000603076272599996	0,0105476965896083
"ENSG00000006282"	"ENSG00000006282"	"SPATA20"	858,809494280113	-0,705441484935755	0,112466736484528	-3,42715986062937	0,000609929888457078	0,0106540103896054
"ENSG00000070814"	"ENSG00000070814"	"TCOF1"	1620,18471776526	-0,647756055804704	0,0956495314513444	-3,42663524673332	0,000611109349870251	0,0106610662851096
"ENSG00000117569"	"ENSG00000117569"	"PTBP2"	600,867932646053	0,763581690788459	0,129473924112169	3,42603110109001	0,000612470247632876	0,0106712655186428
"ENSG00000166347"	"ENSG00000166347"	"CYB5A"	121,429769953981	-1,18083298262142	0,251368499871031	-3,42458574985764	0,000615737496530695	0,0107078622902389
"ENSG00000198121"	"ENSG00000198121"	"LPAR1"	112,676477558233	-1,3450360315691	0,299331873806372	-3,42441323917333	0,000616128542342257	0,0107078622902389
"ENSG00000112379"	"ENSG00000112379"	"ARFGEF3"	676,687367509163	0,801920939169942	0,14076135220707	3,42367369745781	0,000617807549676448	0,0107234853351037
"ENSG00000107186"	"ENSG00000107186"	"MPDZ"	1428,81443229102	0,630100328814074	0,090607630494806	3,42245269102198	0,000620588963150185	0,0107581796676237
"ENSG00000137502"	"ENSG00000137502"	"RAB30"	2228,92556922194	0,6032309858491	0,0827889478877502	3,42112073018635	0,00062363641182502	0,0107973926364717
"ENSG00000134987"	"ENSG00000134987"	"WDR36"	1310,58189493344	0,633502479299116	0,0916486954049813	3,42069767511471	0,000624607246783663	0,0108005985176541
"ENSG00000113971"	"ENSG00000113971"	"NPHP3"	444,1421429383	0,808818776764423	0,142973572090883	3,41894498134033	0,000628644361432035	0,0108567513022691
"ENSG00000119778"	"ENSG00000119778"	"ATAD2B"	1778,9871432656	0,628105904472474	0,0901567172549673	3,41744812647888	0,000632111387657516	0,0109029300453298
"ENSG00000049323"	"ENSG00000049323"	"LTBP1"	567,296076093931	0,8700072663654	0,161057600430512	3,41497243778135	0,000637884659273872	0,0109887223195964
"ENSG00000180596"	"ENSG00000180596"	"H2BC4"	127,967255971626	1,15402873675453	0,24426208347265	3,41448302125824	0,000639031762617081	0,0109947054326621
"ENSG00000085721"	"ENSG00000085721"	"RRN3"	7253,79948024405	0,556713724829038	0,0693526355241368	3,41319004014857	0,000642071512477588	0,0110331963525368
"ENSG00000115042"	"ENSG00000115042"	"FAHD2A"	131,480878332853	-1,17104537384292	0,249405326239462	-3,41229831244986	0,000644175761004718	0,0110555358133981
"ENSG00000095564"	"ENSG00000095564"	"BTAF1"	2846,93583771542	0,591159283953587	0,0794822956284093	3,41156834751344	0,000645903063361545	0,0110713583691162
"ENSG00000110330"	"ENSG00000110330"	"BIRC2"	2344,19747014349	0,593214282070048	0,0801296804300909	3,40965146252409	0,000650459482594821	0,0111355747288057
"ENSG00000167191"	"ENSG00000167191"	"GPRC5B"	283,081937129565	-0,907879811473634	0,172446451314109	-3,40905717104505	0,000651878167443379	0,0111459815520449
"ENSG00000205339"	"ENSG00000205339"	"IPO7"	8853,72200077323	0,546749629623318	0,0665217025894257	3,40865643537155	0,000652836422217749	0,0111484997468663
"ENSG00000100350"	"ENSG00000100350"	"FOXRED2"	134,310287506442	-1,17418781409685	0,25061929579962	-3,4083082524492	0,000653670074190349	0,0111488864887031
"ENSG00000173889"	"ENSG00000173889"	"PHC3"	2688,13180027522	0,62366827143042	0,0891080623076507	3,40786527690377	0,000654732118455292	0,0111531628654336
"ENSG00000142731"	"ENSG00000142731"	"PLK4"	155,222273128116	-1,16953162970898	0,249380519221016	-3,40656773176447	0,000657852254614892	0,0111924442378601
"ENSG00000132466"	"ENSG00000132466"	"ANKRD17"	2666,85798677783	0,602795708654577	0,0831612822397777	3,40056936398836	0,000672456726260191	0,0114267770283051
"ENSG00000175352"	"ENSG00000175352"	"NRIP3"	120,556968721249	1,25332554950999	0,27479044386899	3,39649929731534	0,000682537326322129	0,0115837538579633
"ENSG00000117479"	"ENSG00000117479"	"SLC19A2"	871,553439527299	0,686334929249754	0,1080999938235	3,38885245310826	0,000701857653768872	0,0118969632137616
"ENSG00000105011"	"ENSG00000105011"	"ASF1B"	50,1662920839141	-1,77634781978136	0,430069416318786	-3,38630873184865	0,000708396388542591	0,0119831158787238
"ENSG00000177106"	"ENSG00000177106"	"EPS8L2"	1023,01398336334	-0,681167254789244	0,106658650001178	-3,38619750751818	0,000708683582556369	0,0119831158787238
"ENSG00000100106"	"ENSG00000100106"	"TRIOBP"	233,488691811233	-0,983880682341165	0,196193987805837	-3,38379728026209	0,000714907665924233	0,0120626262348666
"ENSG00000143061"	"ENSG00000143061"	"IGSF3"	217,517055036108	-1,03044600281504	0,20996080438129	-3,38370775873418	0,00071514078572898	0,0120626262348666
"ENSG00000126005"	"ENSG00000126005"	"MMP24OS"	247,150365687872	-0,966087381254468	0,191244962922347	-3,37832365036879	0,000729291918112889	0,0122862450959533
"ENSG00000204410"	"ENSG00000204410"	"MSH5"	85,1248897873183	-1,34356611324395	0,303011337913283	-3,37797958417277	0,000730205016714564	0,0122865708259181
"ENSG00000175938"	"ENSG00000175938"	"ORAI3"	145,693357118813	-1,1054871784114	0,232624761758743	-3,37662754589315	0,000733803413195608	0,0123320238645477
"ENSG00000185339"	"ENSG00000185339"	"TCN2"	20,2167015713403	-2,4884563315529	0,643079722894196	-3,37198679161225	0,000746280273152257	0,0125263918376362
"ENSG00000102195"	"ENSG00000102195"	"GPR50"	78,6671135336922	1,56389918439909	0,369106631437255	3,37002664936012	0,000751609144594815	0,0126004523301767
"ENSG00000167747"	"ENSG00000167747"	"C19orf48"	1315,21819892674	-0,663890245807757	0,102075590003907	-3,36897632229796	0,000754479098228663	0,0126331597604743
